row_id,area__rucc,area__urban_influence,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__homicides_per_100k,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician,yr,poverty_rate
2934,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Mining-dependent,0.38,0.054,0.33,0.15,0.395,0.223,0.123,0.747,0.06,0.194,0.011,0.003,0.4105156724,0.2578361982,0.2244691608,0.1071789687,14,7,0.296,,0.084,0.109,,0.277,11,,16.04,13960,3440,a,20.1
2935,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Mining-dependent,0.557,0.03,0.353,0.22,0.48,0.297,0.111,0.619,0.017,0.35,0.017,0.006,0.3211752786,0.3647416413,0.2228976697,0.09118541033,19,7,0.294,,0.094,0.075,,0.283,10,,,,1690,b,11.5
2936,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.396,0.083,0.245,0.066,0.504,0.186,0.276,0.028,0,0.958,0.005,0.002,0.1695431472,0.3847715736,0.2659898477,0.1796954315,9,14,0.289,0.174,0.117,0.092,0.047,0.284,14,6.69,20.68,3199,1410,b,16
2939,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.535,0.028,0.199,0.08,0.516,0.152,0.091,0.045,0.193,0.659,0.004,0.071,0.09760956175,0.2201195219,0.1862549801,0.4960159363,13,6,0.285,,0.076,0.078,,0.207,13,3,6.36,1229,349,a,21.1
2941,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.517,0.054,0.198,0.067,0.503,0.235,0.173,0.026,0.027,0.924,0.008,0.006,0.1133400201,0.4262788365,0.2808425276,0.1795386158,12,11,0.312,0.226,0.094,0.061,0.151,0.265,9,,22.61,3379,3320,b,13.4
2942,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Mining-dependent,0.436,0.066,0.24,0.061,0.485,0.235,0.161,0.029,0.12,0.824,0.011,0.004,0.2184707051,0.4379344588,0.2293942403,0.1142005958,12,9,0.377,0.264,0.123,0.079,,0.295,10,,29.99,4919,1859,a,19
2943,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.416,0.061,0.224,0.041,0.514,0.221,0.171,0.04,0.153,0.801,0.01,0,0.1802618328,0.3172205438,0.3474320242,0.1550855992,11,14,0.346,0.258,0.14,0.091,0.107,0.328,13,7.5,19.34,2160,1320,a,18.6
2944,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.477,0.06,0.142,0.027,0.506,0.222,0.168,0.038,0.055,0.897,0.009,0.004,0.1184738956,0.4096385542,0.3202811245,0.1516064257,10,11,0.317,0.301,0.098,0.085,0.25,0.299,13,,20.22,3229,2159,b,10.6
2945,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.346,0.083,0.309,0.104,0.478,0.224,0.148,0.052,0.418,0.517,0.001,0.006,0.2921686747,0.3704819277,0.2228915663,0.1144578313,11,8,0.313,,0.132,0.121,,0.288,12,,23.59,,3069,a,36.7
2946,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Recreation,0.55,0.063,0.134,0.058,0.495,0.209,0.168,0.016,0,0.955,0.009,0.003,0.1042084168,0.4348697395,0.3076152305,0.1533066132,9,9,0.297,0.187,0.079,0.061,0.272,0.232,11,,20.62,2899,3400,b,10.1
2947,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.452,0.051,0.174,0.038,0.512,0.239,0.157,0.003,0.003,0.964,0.003,0.006,0.08585858586,0.3727272727,0.2838383838,0.2575757576,11,10,0.3,0.198,0.115,0.077,0.091,0.3,13,,15.76,2259,940,a,10.5
2948,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Nonspecialized,0.441,0.179,0.444,0.189,0.456,0.279,0.134,0.018,0,0.225,0.714,0.011,0.1765295888,0.3971915747,0.3119358074,0.1143430291,16,11,0.261,0.404,0.085,0.046,0.248,0.265,,,,2839,1920,a,22.5
2956,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.414,0.057,0.262,0.123,0.503,0.241,0.158,0.071,0.243,0.659,0.012,0.014,0.1366336634,0.3534653465,0.3277227723,0.1821782178,13,11,0.349,0.173,0.118,0.106,0.11,0.3,11,8.7,17.82,2069,1249,a,17.8
2957,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.547,0.043,0.147,0.024,0.517,0.233,0.135,0.142,0.045,0.685,0,0.108,0.07852882704,0.1938369781,0.2654075547,0.4622266402,12,7,0.249,0.122,0.076,0.067,0.209,0.193,13,0.5,3.09,1039,740,a,7.4
2959,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.406,0.053,0.19,0.089,0.367,0.172,0.156,0.026,0.113,0.855,0.004,0.004,0.145,0.485,0.252,0.118,9,9,0.363,0.2,0.103,0.072,,0.29,9,,11.25,16499,4250,b,19.4
2960,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.5,0.045,0.151,0.054,0.495,0.253,0.158,0.032,0.013,0.923,0.013,0.007,0.1017471737,0.3997944502,0.331963001,0.1664953751,13,8,0.298,0.223,0.08,0.059,0.254,0.268,12,,12.24,2259,1609,a,13.1
2962,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Farm-dependent,0.441,0.042,0.279,0.12,0.428,0.181,0.192,0.406,0.014,0.549,0.022,0.018,0.2039408867,0.3477832512,0.2807881773,0.1674876847,9,11,0.259,0.075,0.077,0.087,,0.274,12,,33.05,5090,1470,b,18.8
2964,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.484,0.073,0.209,0.057,0.501,0.275,0.136,0.197,0.012,0.748,0.011,0.036,0.1067864271,0.245508982,0.3522954092,0.2954091816,14,7,0.329,0.157,0.086,0.065,0.129,0.193,11,2.61,7.1,1640,1320,b,14.1
2966,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Recreation,0.433,0.083,0.279,0.109,0.496,0.28,0.125,0.457,0.059,0.389,0.02,0.067,0.1985957874,0.2617853561,0.3249749248,0.2146439318,13,6,0.267,0.141,0.096,0.065,0.178,0.203,9,5.13,12.75,2159,2500,b,17
2967,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.466,0.079,0.134,0.044,0.506,0.187,0.194,0.014,0.026,0.931,0,0.001,0.09930486594,0.4687189672,0.2403177756,0.1916583913,9,13,0.357,0.195,0.134,0.091,0.183,0.314,13,1.36,14.04,2159,1169,b,14.9
2972,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.386,0.072,0.265,0.078,0.524,0.248,0.156,0.015,0.324,0.654,0.005,0.005,0.2368951613,0.3679435484,0.2681451613,0.127016129,12,13,0.375,0.26,0.14,0.121,0.13,0.315,12,18.8,41.24,4359,2400,a,24.3
2974,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.415,0.082,0.262,0.055,0.518,0.246,0.121,0.046,0.304,0.643,0.005,0.013,0.1810089021,0.3541048467,0.2660731949,0.1988130564,15,9,0.371,0.196,0.112,0.109,0.124,0.336,11,7.34,29.76,2079,2660,b,22.5
2975,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.572,0.031,0.213,0.099,0.491,0.277,0.18,0.164,0.005,0.8,0.008,0,0.143718593,0.3125628141,0.3216080402,0.2221105528,12,7,0.297,0.205,0.111,0.052,,0.295,12,,,4339,4389,a,9.6
2977,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.539,0.044,0.13,0.05,0.505,0.229,0.198,0.018,0.014,0.964,0,0,0.1008902077,0.4263105836,0.3095944609,0.1632047478,12,11,0.317,0.238,0.102,0.081,0.219,0.271,10,,21.67,5159,,a,12.4
2979,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Federal/State government-dependent,0.483,0.052,0.127,0.05,0.492,0.268,0.088,0.113,0.161,0.656,0.009,0.034,0.06820461384,0.2377131394,0.3279839519,0.3660982949,12,5,0.35,0.171,0.086,0.069,0.147,0.226,13,2.1,9.23,2909,2979,a,4.7
2981,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Recreation,0.437,0.082,0.254,0.1,0.513,0.178,0.271,0.022,0.009,0.948,0.008,0.002,0.1394422311,0.3934262948,0.3017928287,0.1653386454,8,12,0.319,0.239,0.116,0.071,0.165,0.295,10,,20.55,7819,3149,a,14.5
2986,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.374,0.108,0.24,0.06,0.511,0.221,0.185,0.012,0.462,0.511,0.008,0,0.2126607319,0.4460929773,0.2522255193,0.08902077151,10,13,0.357,0.23,0.183,0.117,,0.37,13,9.66,46.98,6509,2619,b,30.1
2987,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.5,0.053,0.194,0.093,0.512,0.245,0.154,0.021,0.003,0.965,0,0,0.1194029851,0.423880597,0.2706467662,0.1860696517,10,10,0.329,0.295,0.123,0.05,,0.263,13,,27.86,,7509,b,13.1
2988,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.387,0.05,0.319,0.16,0.387,0.206,0.143,0.132,0.15,0.702,0.003,0,0.2530241935,0.3588709677,0.2671370968,0.1209677419,9,8,0.349,0.169,0.112,0.077,0.087,0.293,12,,24.03,10620,8940,b,26.3
2990,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Farm-dependent,0.386,0.056,0.331,0.163,0.465,0.256,0.167,0.419,0.074,0.511,0.008,0.009,0.2182539683,0.3521825397,0.2658730159,0.1636904762,14,10,0.295,,0.111,0.136,,0.306,10,,20,4270,2600,b,20
2992,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.496,0.068,0.153,0.054,0.507,0.189,0.194,0.083,0.034,0.856,0.006,0.018,0.1156530409,0.3898305085,0.2811565304,0.2133599202,10,13,0.3,0.246,0.114,0.086,0.196,0.3,12,3.4,13.45,1650,1240,a,15.6
2993,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.522,0.044,0.134,0.071,0.515,0.229,0.13,0.075,0.108,0.668,0.018,0.126,0.1001001001,0.2162162162,0.2722722723,0.4114114114,15,7,0.246,0.15,0.072,0.068,0.158,0.178,12,3.84,6.6,1329,940,b,16.7
2998,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Farm-dependent,0.564,0.028,0.278,0.157,0.503,0.229,0.207,0.028,0.008,0.855,0.089,0.014,0.07784431138,0.3822355289,0.3463073852,0.1936127745,11,8,0.294,0.169,0.093,0.056,0.206,0.287,11,,24.13,3810,1250,a,11.9
2999,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.52,0.044,0.142,0.058,0.504,0.225,0.154,0.016,0.01,0.965,0.002,0.003,0.05567010309,0.4,0.3381443299,0.206185567,11,9,0.319,0.21,0.115,0.066,0.191,0.27,14,,16.97,5159,2850,b,11.1
3001,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.407,0.085,0.257,0.081,0.526,0.243,0.176,0.005,0.449,0.526,0.008,0,0.2718154463,0.3209628887,0.2527582748,0.1544633902,12,14,0.372,0.188,0.171,0.142,0.126,0.375,12,,47.3,2669,1080,b,24.6
3002,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.448,0.054,0.227,0.087,0.442,0.16,0.191,0.057,0.303,0.61,0,0.015,0.2114624506,0.395256917,0.2608695652,0.1324110672,7,11,0.31,0.251,0.118,0.093,0.157,0.226,12,,23.64,1790,,a,17.6
3003,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Farm-dependent,0.476,0.076,0.297,0.073,0.49,0.305,0.128,0.392,0.015,0.557,0.014,0.008,0.2464788732,0.2655935614,0.3269617706,0.1609657948,16,7,0.344,0.166,0.083,0.068,0.139,0.27,11,4.4,17.09,2179,2030,a,16.4
3006,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.516,0.047,0.202,0.066,0.511,0.239,0.165,0.024,0.115,0.843,0.002,0.006,0.1848484848,0.4212121212,0.2616161616,0.1323232323,12,11,0.375,0.239,0.1,0.093,0.131,0.341,13,2.8,20.45,1780,1770,a,18.3
3008,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.374,0.09,0.231,0.046,0.518,0.23,0.199,0.018,0.456,0.511,0.003,0,0.2238955823,0.4497991968,0.2479919679,0.07831325301,9,12,0.391,0.228,0.182,0.149,,0.356,13,,35.55,6439,2589,a,28.1
3009,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.501,0.019,0.189,0.082,0.501,0.317,0.081,0.101,0.006,0.845,0.008,0.022,0.0743718593,0.2140703518,0.3537688442,0.3577889447,20,4,0.23,0.059,0.062,0.071,0.059,0.149,11,,7.58,1549,2349,a,15.5
3010,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Recreation,0.495,0.07,0.213,0.07,0.502,0.202,0.19,0.02,0.007,0.943,0.011,0.004,0.2267839687,0.4291300098,0.2121212121,0.1319648094,9,12,0.305,0.265,0.118,0.07,0.135,0.254,13,,17.22,5950,2380,a,15.1
3011,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Recreation,0.467,0.106,0.235,0.08,0.491,0.157,0.249,0.017,0.009,0.757,0.182,0,0.1150353179,0.3673057518,0.3309788093,0.1866801211,8,13,0.328,0.236,0.133,0.078,0.276,0.238,10,,19.08,1839,1109,a,16.6
3013,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Nonspecialized,0.408,0.123,0.297,0.089,0.518,0.251,0.165,0.038,0.536,0.412,0.003,0.008,0.2690763052,0.4146586345,0.2198795181,0.09638554217,11,14,0.376,0.136,0.139,0.127,,0.295,13,8.28,22.62,4229,2380,b,26.3
3015,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.657,0.038,0.165,0.064,0.49,0.214,0.201,0.028,0.001,0.962,0.009,0,0.0831643002,0.4452332657,0.3012170385,0.1703853955,11,13,0.352,0.236,0.105,0.073,0.233,0.31,12,,,1839,899,b,10.6
3023,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.461,0.077,0.159,0.037,0.521,0.227,0.171,0.026,0.155,0.782,0.003,0.007,0.1121121121,0.3503503504,0.3063063063,0.2312312312,12,12,0.311,0.227,0.1,0.087,0.167,0.268,13,6.19,10.57,2150,1229,b,15.9
3024,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.426,0.062,0.183,0.125,0.483,0.25,0.136,0.119,0.011,0.839,0.036,0.008,0.09433962264,0.3286991063,0.3495531281,0.227408143,12,5,0.224,0.137,0.054,0.071,0.178,0.167,13,,30.33,1699,1140,a,9.8
3028,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.399,0.09,0.218,0.061,0.51,0.229,0.163,0.01,0.244,0.651,0.078,0,0.2033730159,0.4563492063,0.2430555556,0.09722222222,11,11,0.366,0.189,0.141,0.099,,0.303,13,7,30.91,8429,4270,a,22.8
3032,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Mining-dependent,0.449,0.052,0.231,0.088,0.513,0.235,0.181,0.076,0.018,0.825,0.054,0.012,0.1441441441,0.3923923924,0.2932932933,0.1701701702,13,13,0.3,0.213,0.12,0.083,0.111,0.316,10,2.89,25.57,2050,1880,b,16
3033,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.429,0.054,0.262,0.059,0.509,0.227,0.192,0.016,0.009,0.963,0.006,0,0.1725838264,0.4220907298,0.2642998028,0.141025641,11,12,0.341,0.166,0.117,0.084,,0.318,13,,37.23,4250,2829,a,23.7
3038,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Mining-dependent,0.444,0.065,0.313,0.178,0.489,0.252,0.162,0.61,0,0.376,0.003,0.011,0.2620967742,0.2872983871,0.2530241935,0.1975806452,11,7,0.299,,0.102,0.085,,0.253,10,,,3999,979,a,12.5
3039,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.413,0.059,0.396,0.129,0.516,0.3,0.104,0.811,0.029,0.136,0.008,0.012,0.2409638554,0.2409638554,0.296184739,0.2218875502,16,6,0.226,0.15,0.069,0.089,0.179,0.223,10,1.83,12.11,2869,2180,b,23.1
3041,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.571,0.031,0.103,0.029,0.499,0.24,0.129,0.01,0.009,0.948,0.005,0.006,0.1059670782,0.378600823,0.2757201646,0.2397119342,12,8,0.29,0.19,0.081,0.062,0.188,0.265,11,,16.27,2430,1999,b,9.7
3042,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Recreation,0.441,0.086,0.172,0.092,0.48,0.215,0.211,0.005,0.002,0.816,0.14,0.006,0.1299603175,0.4057539683,0.3224206349,0.1418650794,13,12,0.302,0.194,0.116,0.086,0.219,0.245,11,,32.62,2390,3069,b,17.5
3043,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.42,0.043,0.256,0.081,0.502,0.228,0.179,0.039,0.021,0.935,0,0,0.2571721311,0.4221311475,0.1772540984,0.143442623,14,12,0.338,0.249,0.122,0.088,,0.27,14,,36.28,1780,2160,a,25.3
3046,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.554,0.021,0.249,0.134,0.511,0.202,0.255,0.101,0.011,0.863,0.036,0,0.1375502008,0.3112449799,0.3684738956,0.1827309237,9,12,0.207,,0.082,0.102,,0.228,13,,62.66,1840,1250,a,21.5
